-10.000,-0.3921,0.10891
-9.750,-0.4063,0.10600
-9.500,-0.4371,0.10319
-9.250,-0.3948,0.09914
-9.000,-0.4106,0.09619
-8.750,-0.4087,0.09242
-8.500,-0.4056,0.08976
-8.250,-0.4332,0.08690
-8.000,-0.4619,0.08432
-7.750,-0.4445,0.08109
-7.500,-0.4612,0.07898
-7.250,-0.4959,0.07654
-7.000,-0.5407,0.07479
-6.750,-0.5126,0.07159
-6.500,-0.5514,0.06991
-6.250,-0.5419,0.06670
-4.750,-0.4918,0.03757
-4.500,-0.4593,0.03445
-4.250,-0.4263,0.03224
-4.000,-0.3901,0.03018
-3.750,-0.3552,0.02799
-3.500,-0.3171,0.02638
-3.250,-0.2793,0.02502
-3.000,-0.2462,0.02368
-2.750,-0.2142,0.02300
-2.500,-0.1817,0.02209
-2.250,-0.1555,0.02128
-2.000,0.0528,0.01875
-1.750,0.1148,0.01859
-1.500,0.1539,0.01832
-1.250,0.1861,0.01819
-1.000,0.2392,0.01789
-0.750,0.2708,0.01783
-0.500,0.3109,0.01767
-0.250,0.3509,0.01748
0.000,0.3791,0.01748
0.250,0.4163,0.01733
0.500,0.4486,0.01723
0.750,0.4713,0.01734
1.000,0.4981,0.01737
1.250,0.5338,0.01721
1.500,0.5535,0.01740
1.750,0.5753,0.01756
2.000,0.6019,0.01761
2.250,0.6317,0.01756
2.500,0.6513,0.01778
2.750,0.6732,0.01794
3.000,0.6976,0.01802
3.250,0.7254,0.01801
3.500,0.7503,0.01808
3.750,0.7708,0.01828
4.000,0.7923,0.01846
4.250,0.8147,0.01862
4.500,0.8380,0.01873
4.750,0.8614,0.01882
5.000,0.8845,0.01890
5.250,0.9068,0.01898
5.500,0.9288,0.01905
5.750,0.9508,0.01909
6.000,0.9733,0.01910
6.250,0.9948,0.01913
6.500,1.0118,0.01926
6.750,1.0325,0.01929
7.000,1.0473,0.01945
7.250,1.0618,0.01964
7.500,1.0747,0.01989
7.750,1.0838,0.02018
8.000,1.0888,0.02065
8.250,1.0899,0.02129
8.500,1.0897,0.02215
8.750,1.0882,0.02318
9.000,1.0851,0.02427
9.250,1.0772,0.02574
9.750,1.0455,0.03091
10.000,1.0398,0.03320
10.250,1.0359,0.03550
10.500,1.0402,0.03744
10.750,1.0442,0.03936
11.000,1.0549,0.04166
11.250,1.0724,0.04348
11.500,1.0933,0.04568
11.750,1.1125,0.04825
12.000,1.1264,0.05118
12.250,1.1314,0.05443
12.500,1.1286,0.05796
12.750,1.1200,0.06171
13.000,1.1067,0.06576
13.250,1.0924,0.06995
13.500,1.0738,0.07472
13.750,1.0555,0.07965
14.000,1.0325,0.08552
14.250,1.0119,0.09141
14.500,0.9881,0.09820
14.750,0.9633,0.10585
15.000,0.9436,0.11327
15.250,0.9187,0.12253
15.500,0.8977,0.13195
