-8.750,-0.4042,0.09641
-8.500,-0.4199,0.09533
-8.250,-0.4233,0.09192
-8.000,-0.4103,0.08771
-7.750,-0.4053,0.08515
-7.500,-0.4016,0.08168
-7.250,-0.4009,0.07852
-7.000,-0.3939,0.07588
-6.750,-0.3813,0.07097
-6.500,-0.3543,0.06708
-6.250,-0.3539,0.06361
-6.000,-0.3474,0.06179
-5.750,-0.3300,0.05811
-5.500,-0.2421,0.03879
-5.250,-0.2110,0.03386
-5.000,-0.1855,0.03138
-4.750,-0.1523,0.02821
-4.500,-0.1206,0.02601
-4.250,-0.0882,0.02429
-4.000,-0.0579,0.02272
-3.750,-0.0299,0.02186
-3.500,-0.0016,0.02121
-3.250,0.0255,0.02057
-3.000,0.0535,0.02000
-2.750,0.0805,0.01960
-2.500,0.1070,0.01934
-2.250,0.1336,0.01914
-2.000,0.1633,0.01867
-1.750,0.1906,0.01858
-1.500,0.2220,0.01842
-1.250,0.2576,0.01702
-1.000,0.3048,0.01724
-0.750,0.3486,0.01747
-0.500,0.3921,0.01766
-0.250,0.4361,0.01780
0.000,0.4811,0.01786
0.250,0.5194,0.01794
0.500,0.5585,0.01798
0.750,0.6031,0.01787
1.000,0.6462,0.01764
1.250,0.6857,0.01727
1.500,0.7241,0.01680
1.750,0.7595,0.01642
2.000,0.7931,0.01610
2.250,0.8243,0.01586
2.500,0.8518,0.01579
2.750,0.8805,0.01567
3.000,0.9084,0.01557
3.250,0.9344,0.01559
3.500,0.9603,0.01566
3.750,0.9846,0.01568
4.000,1.0079,0.01571
4.250,1.0302,0.01586
4.500,1.0504,0.01617
4.750,1.0658,0.01677
5.000,1.0769,0.01812
5.250,1.0860,0.02017
5.500,1.0933,0.02280
5.750,1.1051,0.02501
6.000,1.1208,0.02686
6.250,1.1388,0.02915
6.500,1.1633,0.03108
6.750,1.1883,0.03326
7.000,1.2143,0.03701
7.250,1.2358,0.03917
7.500,1.2561,0.04237
7.750,1.2724,0.04604
8.000,1.2845,0.05022
8.250,1.2929,0.05492
8.500,1.2971,0.05974
8.750,1.2989,0.06508
9.000,1.2996,0.06922
9.250,1.2537,0.07395
9.500,1.2316,0.07843
9.750,1.2122,0.08308
10.000,1.1983,0.08820
10.250,1.0426,0.08493
10.500,1.0114,0.09123
