-7.750,-0.3216,0.09598
-7.500,-0.3358,0.09497
-7.250,-0.3574,0.09467
-7.000,-0.3806,0.09445
-6.750,-0.3991,0.09359
-6.500,-0.4143,0.09222
-6.250,-0.4263,0.09021
-6.000,-0.4171,0.08495
-5.750,-0.4011,0.08186
-5.500,-0.3602,0.07446
-5.250,-0.3435,0.07112
-5.000,-0.3097,0.06535
-4.750,-0.2790,0.06175
-4.500,-0.2539,0.05763
-4.250,-0.2231,0.05374
-4.000,-0.1815,0.04960
-3.750,-0.0989,0.03645
-3.500,-0.0583,0.03212
-3.250,-0.0169,0.02912
-3.000,0.0270,0.02727
-2.750,0.0731,0.02510
-2.500,0.1035,0.02407
-2.250,0.1443,0.02255
-2.000,0.1906,0.01948
-1.750,0.2050,0.01896
-1.500,0.2260,0.01893
-1.250,0.2711,0.01910
-1.000,0.2956,0.01951
-0.750,0.3379,0.01968
-0.500,0.3637,0.02010
-0.250,0.4036,0.02026
0.000,0.4310,0.02065
0.250,0.4676,0.02080
0.500,0.4947,0.02118
0.750,0.5309,0.02125
1.000,0.5567,0.02164
1.250,0.5935,0.02159
1.500,0.6180,0.02196
1.750,0.6565,0.02167
2.000,0.6802,0.02199
2.250,0.7078,0.02211
2.500,0.7424,0.02177
2.750,0.7673,0.02196
3.000,0.7953,0.02192
3.250,0.8283,0.02146
3.500,0.8539,0.02148
3.750,0.8808,0.02138
4.000,0.9095,0.02111
4.250,0.9410,0.02057
4.500,0.9676,0.02039
4.750,0.9945,0.02014
5.000,1.0220,0.01983
5.250,1.0498,0.01947
5.500,1.0738,0.01936
5.750,1.1006,0.01901
6.000,1.1253,0.01879
6.250,1.1499,0.01860
6.500,1.1736,0.01852
6.750,1.1953,0.01869
7.000,1.2154,0.01912
7.250,1.2338,0.01983
7.500,1.2509,0.02074
7.750,1.2671,0.02179
8.000,1.2826,0.02287
8.250,1.2971,0.02401
8.500,1.3107,0.02520
8.750,1.3226,0.02643
9.000,1.3329,0.02773
9.250,1.3411,0.02915
9.500,1.3466,0.03070
9.750,1.3490,0.03225
10.000,1.3513,0.03415
10.250,1.3553,0.03618
10.500,1.3599,0.03834
10.750,1.3656,0.04062
11.000,1.3748,0.04315
11.250,1.3849,0.04587
11.500,1.3864,0.04824
11.750,1.3948,0.05144
12.000,1.3951,0.05447
12.250,1.3935,0.05712
12.500,1.3920,0.06152
12.750,1.3830,0.06551
13.000,1.3716,0.06982
13.250,1.3571,0.07436
13.500,1.3413,0.07916
13.750,1.3236,0.08443
14.000,1.3041,0.09016
14.250,1.2815,0.09673
14.500,1.2577,0.10401
